FeedbackID,OrderID,CustomerID,FeedbackDate,Rating,Satisfaction,RecommendLikelihood,ProductCategory,Comments
FB00676,ORD01615,C0267,7/9/2023,5,Very Satisfied,10,Electronics,Will definitely buy again.
FB00498,ORD02369,C0453,7/10/2023,1,Very Dissatisfied,1,Home Appliances,"Waste of money, would not recommend."
FB00613,ORD02385,C0100,7/11/2023,3,Neutral,5,Home Appliances,No complaints but not impressed either.
FB00149,ORD01601,C0493,7/12/2023,4,Satisfied,7,Electronics,"Product is fine, delivery was on time."
FB00163,ORD00890,C0250,7/12/2023,3,Neutral,7,Lifestyle Goods,"Product is okay, nothing special."
FB00514,ORD01377,C0485,7/14/2023,5,Very Satisfied,10,Lifestyle Goods,Fast delivery and great customer service.
FB00831,ORD00808,C0494,7/14/2023,5,Very Satisfied,10,Home Appliances,Will definitely buy again.
FB00768,ORD00615,C0394,7/14/2023,3,Neutral,5,Electronics,"Average quality, expected more."
FB00180,ORD01999,C0211,7/14/2023,4,Satisfied,7,Lifestyle Goods,Satisfied with the purchase.
FB00947,ORD00747,C0476,7/15/2023,2,Dissatisfied,4,Lifestyle Goods,Product quality could be better.
FB00824,ORD01920,C0293,7/17/2023,5,Very Satisfied,10,Electronics,Fast delivery and great customer service.
FB00110,ORD01373,C0151,7/18/2023,5,Very Satisfied,10,Electronics,Excellent product quality! Highly recommend.
FB00827,ORD00410,C0394,7/18/2023,3,Neutral,7,Electronics,"Average quality, expected more."
FB00339,ORD00266,C0426,7/19/2023,4,Satisfied,7,Lifestyle Goods,Happy with the quality.
FB00703,ORD00342,C0147,7/20/2023,4,Satisfied,7,Home Appliances,Meets my needs perfectly.
FB00539,ORD02258,C0055,7/20/2023,4,Satisfied,8,Electronics,Happy with the quality.
FB00395,ORD02259,C0014,7/21/2023,5,Very Satisfied,9,Lifestyle Goods,Product exceeded my expectations.
FB00321,ORD00666,C0027,7/21/2023,4,Satisfied,8,Electronics,"Good product, works as expected."
FB00138,ORD01805,C0003,7/22/2023,5,Very Satisfied,9,Lifestyle Goods,Excellent product quality! Highly recommend.
FB00197,ORD01172,C0429,7/23/2023,3,Neutral,5,Lifestyle Goods,Decent product for the price.
FB00235,ORD02433,C0147,7/24/2023,4,Satisfied,7,Electronics,"Good product, works as expected."
FB00601,ORD01445,C0399,7/26/2023,4,Satisfied,7,Electronics,Meets my needs perfectly.
FB00381,ORD00807,C0246,7/28/2023,4,Satisfied,7,Home Appliances,Happy with the quality.
FB00419,ORD01692,C0163,7/30/2023,5,Very Satisfied,9,Home Appliances,Excellent product quality! Highly recommend.
FB00188,ORD01131,C0463,7/30/2023,3,Neutral,7,Lifestyle Goods,No complaints but not impressed either.
FB00692,ORD01710,C0135,7/30/2023,3,Neutral,6,Lifestyle Goods,"Average quality, expected more."
FB00323,ORD02244,C0442,7/31/2023,4,Satisfied,9,Electronics,Happy with the quality.
FB00663,ORD02371,C0001,8/1/2023,4,Satisfied,7,Electronics,Satisfied with the purchase.
FB00930,ORD01889,C0118,8/2/2023,4,Satisfied,9,Electronics,Satisfied with the purchase.
FB00763,ORD01004,C0266,8/3/2023,3,Neutral,7,Home Appliances,No complaints but not impressed either.
FB00452,ORD02374,C0410,8/4/2023,5,Very Satisfied,10,Home Appliances,Best purchase I have made this year!
FB00006,ORD00503,C0211,8/4/2023,5,Very Satisfied,10,Home Appliances,Will definitely buy again.
FB00566,ORD01887,C0121,8/4/2023,4,Satisfied,8,Lifestyle Goods,Satisfied with the purchase.
FB00015,ORD02274,C0034,8/4/2023,4,Satisfied,9,Electronics,Meets my needs perfectly.
FB00421,ORD00384,C0063,8/5/2023,5,Very Satisfied,10,Electronics,Great value for money.
FB00426,ORD00337,C0454,8/6/2023,3,Neutral,5,Electronics,It works but could be better.
FB00342,ORD02337,C0026,8/7/2023,4,Satisfied,9,Electronics,"Good product, works as expected."
FB00776,ORD01310,C0468,8/11/2023,3,Neutral,5,Lifestyle Goods,It works but could be better.
FB00979,ORD01109,C0232,8/12/2023,5,Very Satisfied,9,Electronics,Will definitely buy again.
FB00804,ORD01336,C0138,8/13/2023,4,Satisfied,7,Lifestyle Goods,Happy with the quality.
FB00468,ORD02021,C0176,8/13/2023,2,Dissatisfied,4,Home Appliances,Had some issues with the product.
FB00822,ORD02098,C0336,8/13/2023,4,Satisfied,8,Home Appliances,Satisfied with the purchase.
FB00896,ORD02432,C0165,8/14/2023,5,Very Satisfied,9,Electronics,Great value for money.
FB00053,ORD00711,C0259,8/17/2023,4,Satisfied,9,Home Appliances,Happy with the quality.
FB00022,ORD00584,C0113,8/17/2023,5,Very Satisfied,9,Electronics,Will definitely buy again.
FB00701,ORD00139,C0080,8/17/2023,4,Satisfied,9,Lifestyle Goods,Satisfied with the purchase.
FB00291,ORD01619,C0340,8/17/2023,2,Dissatisfied,4,Home Appliances,Customer service was slow to respond.
FB00811,ORD01491,C0490,8/20/2023,5,Very Satisfied,9,Lifestyle Goods,Product exceeded my expectations.
FB00423,ORD00079,C0329,8/20/2023,2,Dissatisfied,3,Lifestyle Goods,Not what I expected from the description.
FB00602,ORD01194,C0341,8/20/2023,4,Satisfied,8,Home Appliances,Meets my needs perfectly.
FB00562,ORD00382,C0314,8/22/2023,4,Satisfied,8,Electronics,Happy with the quality.
FB00645,ORD01748,C0265,8/23/2023,3,Neutral,5,Home Appliances,"Product is okay, nothing special."
FB00991,ORD01754,C0040,8/26/2023,5,Very Satisfied,10,Home Appliances,Will definitely buy again.
FB00399,ORD00121,C0212,8/26/2023,4,Satisfied,7,Home Appliances,Satisfied with the purchase.
FB00894,ORD00101,C0485,8/27/2023,4,Satisfied,7,Home Appliances,"Good product, works as expected."
FB00302,ORD00546,C0274,8/27/2023,4,Satisfied,7,Lifestyle Goods,"Product is fine, delivery was on time."
FB00646,ORD00516,C0483,8/27/2023,4,Satisfied,7,Electronics,"Product is fine, delivery was on time."
FB00095,ORD01305,C0069,8/31/2023,3,Neutral,5,Electronics,"Product is okay, nothing special."
FB00649,ORD00086,C0169,9/2/2023,4,Satisfied,9,Lifestyle Goods,Meets my needs perfectly.
FB00588,ORD00053,C0242,9/3/2023,1,Very Dissatisfied,3,Electronics,"Waste of money, would not recommend."
FB00758,ORD00179,C0257,9/4/2023,4,Satisfied,9,Home Appliances,"Product is fine, delivery was on time."
FB00836,ORD02238,C0294,9/5/2023,3,Neutral,7,Electronics,It works but could be better.
FB00245,ORD01091,C0460,9/6/2023,5,Very Satisfied,10,Lifestyle Goods,Product exceeded my expectations.
FB00558,ORD01265,C0244,9/6/2023,2,Dissatisfied,5,Electronics,Delivery was delayed.
FB00355,ORD00457,C0111,9/6/2023,5,Very Satisfied,10,Home Appliances,Will definitely buy again.
FB00839,ORD01888,C0447,9/7/2023,3,Neutral,7,Electronics,Decent product for the price.
FB00965,ORD00741,C0109,9/7/2023,3,Neutral,5,Lifestyle Goods,"Product is okay, nothing special."
FB00522,ORD00082,C0065,9/8/2023,3,Neutral,5,Lifestyle Goods,No complaints but not impressed either.
FB00710,ORD01034,C0030,9/9/2023,5,Very Satisfied,10,Electronics,Excellent product quality! Highly recommend.
FB00319,ORD01359,C0461,9/9/2023,4,Satisfied,7,Electronics,"Good product, works as expected."
FB00672,ORD02334,C0452,9/9/2023,5,Very Satisfied,9,Home Appliances,Excellent product quality! Highly recommend.
FB00792,ORD00724,C0099,9/10/2023,4,Satisfied,7,Home Appliances,Satisfied with the purchase.
FB00045,ORD01099,C0150,9/11/2023,4,Satisfied,9,Electronics,Happy with the quality.
FB00621,ORD00202,C0053,9/11/2023,2,Dissatisfied,4,Electronics,Delivery was delayed.
FB00575,ORD01626,C0464,9/11/2023,2,Dissatisfied,4,Lifestyle Goods,Product quality could be better.
FB00193,ORD01962,C0339,9/12/2023,5,Very Satisfied,10,Electronics,Great value for money.
FB00589,ORD01972,C0378,9/12/2023,3,Neutral,7,Electronics,"Product is okay, nothing special."
FB00361,ORD01008,C0254,9/13/2023,2,Dissatisfied,4,Home Appliances,Had some issues with the product.
FB00318,ORD00590,C0349,9/14/2023,4,Satisfied,7,Lifestyle Goods,Happy with the quality.
FB00176,ORD01162,C0137,9/14/2023,4,Satisfied,7,Home Appliances,"Good product, works as expected."
FB00115,ORD00998,C0142,9/14/2023,3,Neutral,6,Lifestyle Goods,Decent product for the price.
FB00338,ORD02001,C0084,9/20/2023,3,Neutral,7,Lifestyle Goods,Decent product for the price.
FB00241,ORD00696,C0256,9/21/2023,5,Very Satisfied,9,Home Appliances,Will definitely buy again.
FB00246,ORD01080,C0078,9/21/2023,4,Satisfied,7,Electronics,Meets my needs perfectly.
FB00633,ORD01212,C0403,9/21/2023,4,Satisfied,7,Electronics,"Product is fine, delivery was on time."
FB00127,ORD00377,C0492,9/22/2023,4,Satisfied,7,Electronics,Meets my needs perfectly.
FB00750,ORD01579,C0075,9/22/2023,4,Satisfied,8,Lifestyle Goods,Happy with the quality.
FB00172,ORD02143,C0416,9/22/2023,4,Satisfied,8,Electronics,"Good product, works as expected."
FB00408,ORD01330,C0384,9/23/2023,4,Satisfied,9,Lifestyle Goods,"Good product, works as expected."
FB00177,ORD01938,C0177,9/23/2023,4,Satisfied,7,Electronics,Happy with the quality.
FB00521,ORD00629,C0236,9/24/2023,3,Neutral,7,Home Appliances,No complaints but not impressed either.
FB00480,ORD01606,C0003,9/24/2023,2,Dissatisfied,4,Home Appliances,Had some issues with the product.
FB00486,ORD00571,C0004,9/25/2023,4,Satisfied,7,Electronics,"Product is fine, delivery was on time."
FB00712,ORD01427,C0395,9/25/2023,3,Neutral,6,Home Appliances,It works but could be better.
FB00840,ORD02040,C0247,9/27/2023,5,Very Satisfied,10,Lifestyle Goods,Will definitely buy again.
FB00380,ORD01681,C0100,9/30/2023,5,Very Satisfied,10,Electronics,Fast delivery and great customer service.
FB00832,ORD01210,C0108,9/30/2023,2,Dissatisfied,3,Electronics,Product quality could be better.
FB00392,ORD00203,C0102,10/2/2023,4,Satisfied,8,Electronics,"Product is fine, delivery was on time."
FB00851,ORD01577,C0385,10/3/2023,3,Neutral,6,Lifestyle Goods,"Average quality, expected more."
FB00094,ORD00791,C0253,10/3/2023,4,Satisfied,7,Electronics,Meets my needs perfectly.
FB00680,ORD01734,C0190,10/3/2023,4,Satisfied,9,Electronics,"Product is fine, delivery was on time."
FB00720,ORD02180,C0398,10/6/2023,3,Neutral,6,Home Appliances,"Average quality, expected more."
FB00932,ORD01913,C0122,10/7/2023,2,Dissatisfied,4,Electronics,Had some issues with the product.
FB00527,ORD01554,C0204,10/9/2023,1,Very Dissatisfied,3,Home Appliances,"Terrible experience, seeking refund."
FB00205,ORD00463,C0373,10/11/2023,2,Dissatisfied,3,Home Appliances,Product quality could be better.
FB00643,ORD00906,C0116,10/11/2023,4,Satisfied,7,Home Appliances,"Product is fine, delivery was on time."
FB00116,ORD02437,C0059,10/11/2023,4,Satisfied,7,Electronics,Happy with the quality.
FB00835,ORD01045,C0376,10/12/2023,5,Very Satisfied,10,Lifestyle Goods,Excellent product quality! Highly recommend.
FB00548,ORD00763,C0402,10/14/2023,4,Satisfied,7,Home Appliances,"Product is fine, delivery was on time."
FB00862,ORD00935,C0444,10/14/2023,5,Very Satisfied,9,Lifestyle Goods,Great value for money.
FB00167,ORD00777,C0053,10/15/2023,4,Satisfied,9,Electronics,Meets my needs perfectly.
FB00682,ORD02441,C0073,10/15/2023,3,Neutral,7,Lifestyle Goods,Decent product for the price.
FB00448,ORD01469,C0450,10/15/2023,4,Satisfied,8,Lifestyle Goods,Happy with the quality.
FB00861,ORD00166,C0111,10/15/2023,2,Dissatisfied,5,Lifestyle Goods,Had some issues with the product.
FB00307,ORD02335,C0318,10/18/2023,4,Satisfied,7,Lifestyle Goods,Meets my needs perfectly.
FB00761,ORD02400,C0431,10/19/2023,3,Neutral,7,Electronics,Decent product for the price.
FB00026,ORD00419,C0065,10/22/2023,3,Neutral,7,Lifestyle Goods,Decent product for the price.
FB00628,ORD01396,C0108,10/22/2023,4,Satisfied,7,Lifestyle Goods,"Product is fine, delivery was on time."
FB00013,ORD00955,C0173,10/22/2023,5,Very Satisfied,9,Home Appliances,Best purchase I have made this year!
FB00487,ORD00461,C0275,10/22/2023,5,Very Satisfied,10,Electronics,Best purchase I have made this year!
FB00016,ORD00459,C0254,10/23/2023,5,Very Satisfied,10,Home Appliances,Best purchase I have made this year!
FB00236,ORD02379,C0131,10/24/2023,5,Very Satisfied,9,Lifestyle Goods,Will definitely buy again.
FB00837,ORD00143,C0294,10/24/2023,4,Satisfied,8,Electronics,Happy with the quality.
FB00268,ORD02131,C0306,10/25/2023,2,Dissatisfied,3,Electronics,Not what I expected from the description.
FB00154,ORD02232,C0116,10/26/2023,2,Dissatisfied,3,Electronics,Customer service was slow to respond.
FB00952,ORD01691,C0318,10/27/2023,4,Satisfied,9,Electronics,"Product is fine, delivery was on time."
FB00771,ORD02011,C0057,10/27/2023,2,Dissatisfied,3,Lifestyle Goods,Delivery was delayed.
FB00518,ORD00218,C0040,10/27/2023,4,Satisfied,9,Lifestyle Goods,Satisfied with the purchase.
FB00035,ORD00022,C0398,10/28/2023,4,Satisfied,8,Lifestyle Goods,Happy with the quality.
FB00908,ORD00907,C0087,10/30/2023,5,Very Satisfied,9,Lifestyle Goods,Excellent product quality! Highly recommend.
FB00524,ORD02294,C0237,10/31/2023,3,Neutral,5,Electronics,Decent product for the price.
FB00285,ORD01462,C0185,11/1/2023,3,Neutral,6,Lifestyle Goods,Decent product for the price.
FB00308,ORD02074,C0420,11/2/2023,4,Satisfied,9,Electronics,Happy with the quality.
FB00705,ORD01448,C0083,11/2/2023,4,Satisfied,8,Electronics,Satisfied with the purchase.
FB00249,ORD00641,C0120,11/7/2023,4,Satisfied,7,Lifestyle Goods,Meets my needs perfectly.
FB00667,ORD01722,C0069,11/7/2023,4,Satisfied,7,Home Appliances,Meets my needs perfectly.
FB00175,ORD02410,C0111,11/9/2023,4,Satisfied,9,Home Appliances,Meets my needs perfectly.
FB00702,ORD00882,C0471,11/10/2023,4,Satisfied,8,Home Appliances,Happy with the quality.
FB00817,ORD01371,C0433,11/11/2023,3,Neutral,6,Electronics,Decent product for the price.
FB00155,ORD01342,C0365,11/11/2023,3,Neutral,5,Lifestyle Goods,"Product is okay, nothing special."
FB00585,ORD01459,C0136,11/12/2023,4,Satisfied,7,Home Appliances,"Product is fine, delivery was on time."
FB00707,ORD00420,C0315,11/12/2023,5,Very Satisfied,10,Home Appliances,Great value for money.
FB00941,ORD00483,C0304,11/13/2023,5,Very Satisfied,10,Home Appliances,Product exceeded my expectations.
FB00284,ORD00171,C0024,11/15/2023,4,Satisfied,9,Electronics,Meets my needs perfectly.
FB00956,ORD00730,C0351,11/15/2023,4,Satisfied,7,Lifestyle Goods,"Good product, works as expected."
FB00474,ORD00655,C0193,11/16/2023,5,Very Satisfied,10,Electronics,Best purchase I have made this year!
FB00732,ORD00683,C0134,11/16/2023,3,Neutral,5,Home Appliances,"Product is okay, nothing special."
FB00617,ORD01352,C0351,11/16/2023,3,Neutral,5,Electronics,It works but could be better.
FB00708,ORD01705,C0250,11/18/2023,4,Satisfied,7,Home Appliances,"Good product, works as expected."
FB00996,ORD00150,C0472,11/19/2023,4,Satisfied,8,Home Appliances,"Good product, works as expected."
FB00108,ORD02106,C0040,11/20/2023,2,Dissatisfied,4,Electronics,Not what I expected from the description.
FB00551,ORD00774,C0185,11/23/2023,4,Satisfied,7,Electronics,Happy with the quality.
FB00528,ORD00124,C0341,11/23/2023,5,Very Satisfied,9,Electronics,Best purchase I have made this year!
FB00877,ORD01908,C0353,11/24/2023,3,Neutral,6,Electronics,"Average quality, expected more."
FB00818,ORD01247,C0402,11/24/2023,5,Very Satisfied,10,Home Appliances,Will definitely buy again.
FB00250,ORD00607,C0371,11/25/2023,2,Dissatisfied,3,Electronics,Not what I expected from the description.
FB00192,ORD02022,C0403,11/25/2023,4,Satisfied,7,Lifestyle Goods,"Good product, works as expected."
FB00978,ORD00809,C0150,11/26/2023,5,Very Satisfied,10,Lifestyle Goods,Great value for money.
FB00135,ORD01488,C0007,11/27/2023,1,Very Dissatisfied,2,Lifestyle Goods,Does not work as advertised.
FB00550,ORD02321,C0374,11/27/2023,4,Satisfied,8,Lifestyle Goods,Satisfied with the purchase.
FB00369,ORD01609,C0306,11/28/2023,4,Satisfied,7,Electronics,"Product is fine, delivery was on time."
FB00656,ORD01405,C0388,11/28/2023,4,Satisfied,8,Lifestyle Goods,Meets my needs perfectly.
FB00099,ORD01560,C0365,11/28/2023,3,Neutral,5,Lifestyle Goods,"Product is okay, nothing special."
FB00465,ORD01100,C0475,11/28/2023,5,Very Satisfied,10,Lifestyle Goods,Product exceeded my expectations.
FB00057,ORD00441,C0376,11/28/2023,4,Satisfied,7,Lifestyle Goods,Meets my needs perfectly.
FB00216,ORD00543,C0147,11/29/2023,5,Very Satisfied,9,Lifestyle Goods,Great value for money.
FB00340,ORD02037,C0082,11/29/2023,3,Neutral,7,Lifestyle Goods,"Average quality, expected more."
FB00028,ORD01614,C0270,11/29/2023,2,Dissatisfied,5,Electronics,Customer service was slow to respond.
FB00377,ORD00997,C0406,12/2/2023,4,Satisfied,9,Electronics,"Product is fine, delivery was on time."
FB00145,ORD00687,C0469,12/2/2023,5,Very Satisfied,9,Electronics,Best purchase I have made this year!
FB00277,ORD00388,C0342,12/2/2023,3,Neutral,5,Home Appliances,"Product is okay, nothing special."
FB00904,ORD01911,C0186,12/2/2023,4,Satisfied,8,Home Appliances,Happy with the quality.
FB00488,ORD01188,C0070,12/3/2023,4,Satisfied,8,Electronics,Meets my needs perfectly.
FB00805,ORD01929,C0403,12/3/2023,4,Satisfied,8,Home Appliances,Satisfied with the purchase.
FB00142,ORD01115,C0076,12/4/2023,4,Satisfied,8,Electronics,Meets my needs perfectly.
FB00200,ORD02125,C0312,12/4/2023,2,Dissatisfied,5,Electronics,Not what I expected from the description.
FB00911,ORD02162,C0258,12/4/2023,4,Satisfied,9,Lifestyle Goods,"Product is fine, delivery was on time."
FB00464,ORD00874,C0101,12/5/2023,3,Neutral,5,Home Appliances,Decent product for the price.
FB00627,ORD01298,C0354,12/7/2023,5,Very Satisfied,9,Electronics,Best purchase I have made this year!
FB00356,ORD01280,C0439,12/7/2023,5,Very Satisfied,10,Electronics,Fast delivery and great customer service.
FB00097,ORD00354,C0053,12/7/2023,2,Dissatisfied,3,Electronics,Not what I expected from the description.
FB00204,ORD01181,C0031,12/7/2023,4,Satisfied,7,Electronics,Satisfied with the purchase.
FB00553,ORD01064,C0128,12/7/2023,4,Satisfied,9,Home Appliances,Happy with the quality.
FB00647,ORD01102,C0163,12/8/2023,5,Very Satisfied,10,Home Appliances,Product exceeded my expectations.
FB00209,ORD00802,C0226,12/8/2023,4,Satisfied,8,Home Appliances,"Product is fine, delivery was on time."
FB00348,ORD01381,C0191,12/9/2023,5,Very Satisfied,9,Electronics,Best purchase I have made this year!
FB00003,ORD00188,C0088,12/9/2023,5,Very Satisfied,10,Lifestyle Goods,Great value for money.
FB00020,ORD00242,C0042,12/11/2023,2,Dissatisfied,4,Home Appliances,Not what I expected from the description.
FB00555,ORD00329,C0069,12/11/2023,5,Very Satisfied,9,Electronics,Great value for money.
FB00739,ORD00263,C0449,12/12/2023,3,Neutral,6,Lifestyle Goods,"Product is okay, nothing special."
FB00981,ORD01936,C0134,12/12/2023,3,Neutral,7,Home Appliances,"Product is okay, nothing special."
FB00208,ORD00055,C0469,12/12/2023,4,Satisfied,9,Home Appliances,"Product is fine, delivery was on time."
FB00344,ORD00698,C0132,12/13/2023,5,Very Satisfied,9,Lifestyle Goods,Best purchase I have made this year!
FB00074,ORD00560,C0084,12/15/2023,4,Satisfied,7,Lifestyle Goods,"Product is fine, delivery was on time."
FB00251,ORD02376,C0180,12/16/2023,4,Satisfied,9,Home Appliances,"Good product, works as expected."
FB00856,ORD02025,C0042,12/16/2023,4,Satisfied,8,Lifestyle Goods,Happy with the quality.
FB00076,ORD01863,C0485,12/16/2023,1,Very Dissatisfied,1,Electronics,Product arrived damaged.
FB00143,ORD01492,C0266,12/17/2023,2,Dissatisfied,5,Home Appliances,Delivery was delayed.
FB00433,ORD00800,C0431,12/18/2023,5,Very Satisfied,10,Home Appliances,Best purchase I have made this year!
FB00906,ORD00227,C0366,12/19/2023,2,Dissatisfied,5,Electronics,Had some issues with the product.
FB00274,ORD01504,C0497,12/19/2023,4,Satisfied,9,Electronics,Happy with the quality.
FB00146,ORD01620,C0185,12/19/2023,3,Neutral,5,Electronics,No complaints but not impressed either.
FB00577,ORD00673,C0156,12/21/2023,5,Very Satisfied,9,Lifestyle Goods,Fast delivery and great customer service.
FB00687,ORD01378,C0336,12/21/2023,4,Satisfied,8,Electronics,Satisfied with the purchase.
FB00002,ORD01950,C0216,12/21/2023,3,Neutral,6,Lifestyle Goods,It works but could be better.
FB00036,ORD01180,C0368,12/21/2023,3,Neutral,7,Electronics,"Product is okay, nothing special."
FB00698,ORD00256,C0486,12/23/2023,4,Satisfied,9,Lifestyle Goods,"Good product, works as expected."
FB00383,ORD00978,C0419,12/24/2023,1,Very Dissatisfied,2,Electronics,Product arrived damaged.
FB00964,ORD01750,C0250,12/26/2023,4,Satisfied,9,Lifestyle Goods,Meets my needs perfectly.
FB00620,ORD01526,C0182,12/26/2023,4,Satisfied,7,Lifestyle Goods,Satisfied with the purchase.
FB00014,ORD01390,C0210,12/27/2023,4,Satisfied,9,Home Appliances,Meets my needs perfectly.
FB00681,ORD01953,C0117,12/30/2023,4,Satisfied,7,Home Appliances,"Good product, works as expected."
FB00946,ORD00996,C0494,12/31/2023,5,Very Satisfied,9,Home Appliances,Excellent product quality! Highly recommend.
FB00429,ORD00330,C0280,1/1/2024,3,Neutral,7,Home Appliances,No complaints but not impressed either.
FB00673,ORD00858,C0332,1/1/2024,3,Neutral,6,Electronics,Decent product for the price.
FB00780,ORD00151,C0004,1/2/2024,2,Dissatisfied,4,Electronics,Product quality could be better.
FB00741,ORD01883,C0112,1/6/2024,3,Neutral,7,Lifestyle Goods,Decent product for the price.
FB00642,ORD01482,C0314,1/9/2024,5,Very Satisfied,10,Electronics,Best purchase I have made this year!
FB00865,ORD01958,C0383,1/9/2024,4,Satisfied,9,Home Appliances,Satisfied with the purchase.
FB00137,ORD01944,C0167,1/10/2024,4,Satisfied,8,Lifestyle Goods,Satisfied with the purchase.
FB00033,ORD01689,C0066,1/11/2024,5,Very Satisfied,9,Lifestyle Goods,Best purchase I have made this year!
FB00931,ORD02056,C0331,1/11/2024,4,Satisfied,9,Electronics,Satisfied with the purchase.
FB00243,ORD00394,C0261,1/11/2024,4,Satisfied,8,Electronics,Satisfied with the purchase.
FB00910,ORD00349,C0474,1/14/2024,4,Satisfied,7,Lifestyle Goods,"Good product, works as expected."
FB00716,ORD00158,C0160,1/15/2024,4,Satisfied,8,Lifestyle Goods,"Good product, works as expected."
FB00728,ORD00073,C0051,1/15/2024,2,Dissatisfied,5,Lifestyle Goods,Not what I expected from the description.
FB00985,ORD02096,C0114,1/15/2024,5,Very Satisfied,10,Home Appliances,Will definitely buy again.
FB00366,ORD00967,C0129,1/15/2024,4,Satisfied,7,Electronics,"Good product, works as expected."
FB00893,ORD00795,C0129,1/16/2024,5,Very Satisfied,10,Electronics,Excellent product quality! Highly recommend.
FB00066,ORD01152,C0246,1/16/2024,5,Very Satisfied,10,Home Appliances,Will definitely buy again.
FB00798,ORD00036,C0272,1/17/2024,4,Satisfied,8,Home Appliances,"Good product, works as expected."
FB00867,ORD01818,C0287,1/18/2024,4,Satisfied,9,Home Appliances,Happy with the quality.
FB00677,ORD01989,C0212,1/18/2024,4,Satisfied,9,Electronics,"Product is fine, delivery was on time."
FB00195,ORD00688,C0161,1/19/2024,4,Satisfied,9,Home Appliances,"Product is fine, delivery was on time."
FB00254,ORD00373,C0191,1/20/2024,1,Very Dissatisfied,1,Home Appliances,"Waste of money, would not recommend."
FB00919,ORD02409,C0232,1/21/2024,4,Satisfied,8,Lifestyle Goods,Meets my needs perfectly.
FB00368,ORD00125,C0489,1/22/2024,3,Neutral,7,Electronics,It works but could be better.
FB00823,ORD00983,C0452,1/24/2024,5,Very Satisfied,10,Electronics,Product exceeded my expectations.
FB00662,ORD00370,C0186,1/25/2024,4,Satisfied,7,Home Appliances,"Product is fine, delivery was on time."
FB00106,ORD00071,C0112,1/26/2024,3,Neutral,6,Home Appliances,"Product is okay, nothing special."
FB00794,ORD02412,C0402,1/27/2024,4,Satisfied,9,Electronics,"Good product, works as expected."
FB00350,ORD01077,C0303,1/27/2024,4,Satisfied,7,Home Appliances,"Product is fine, delivery was on time."
FB00540,ORD00943,C0232,1/27/2024,4,Satisfied,8,Electronics,"Good product, works as expected."
FB00658,ORD00712,C0031,1/27/2024,4,Satisfied,9,Home Appliances,Meets my needs perfectly.
FB00724,ORD02235,C0267,1/28/2024,4,Satisfied,7,Lifestyle Goods,Meets my needs perfectly.
FB00096,ORD01747,C0499,1/29/2024,4,Satisfied,9,Lifestyle Goods,"Product is fine, delivery was on time."
FB00872,ORD00523,C0459,1/30/2024,2,Dissatisfied,3,Home Appliances,Not what I expected from the description.
FB00296,ORD01093,C0235,1/30/2024,5,Very Satisfied,10,Lifestyle Goods,Excellent product quality! Highly recommend.
FB00987,ORD01630,C0469,1/31/2024,4,Satisfied,9,Lifestyle Goods,Happy with the quality.
FB00337,ORD01924,C0101,1/31/2024,3,Neutral,6,Electronics,"Average quality, expected more."
FB00439,ORD01783,C0068,2/1/2024,2,Dissatisfied,5,Electronics,Had some issues with the product.
